Date,Close
9-Jan-2019,144.23
10-Jan-2019,144.2
11-Jan-2019,143.8
14-Jan-2019,145.39
15-Jan-2019,148.95
16-Jan-2019,147.54
17-Jan-2019,148.3
18-Jan-2019,150.04
22-Jan-2019,147.57
23-Jan-2019,144.3
24-Jan-2019,145.83
25-Jan-2019,149.01
28-Jan-2019,147.47
29-Jan-2019,144.19
30-Jan-2019,150.42
31-Jan-2019,166.69
1-Feb-2019,165.71
4-Feb-2019,169.25
5-Feb-2019,171.16
6-Feb-2019,170.49
7-Feb-2019,166.38
8-Feb-2019,167.33
11-Feb-2019,165.79
12-Feb-2019,165.04
13-Feb-2019,164.07
14-Feb-2019,163.95
15-Feb-2019,162.5
19-Feb-2019,162.29
20-Feb-2019,162.56
21-Feb-2019,160.04
22-Feb-2019,161.89
25-Feb-2019,164.62
26-Feb-2019,164.13
27-Feb-2019,162.81
28-Feb-2019,161.45
1-Mar-2019,162.28
4-Mar-2019,167.37
5-Mar-2019,171.26
6-Mar-2019,172.51
7-Mar-2019,169.13
8-Mar-2019,169.6
11-Mar-2019,172.07
12-Mar-2019,171.92
13-Mar-2019,173.37
14-Mar-2019,170.17
15-Mar-2019,165.98
18-Mar-2019,160.47
19-Mar-2019,161.57
20-Mar-2019,165.44
21-Mar-2019,166.08
22-Mar-2019,164.34
25-Mar-2019,166.29
26-Mar-2019,167.68
27-Mar-2019,165.87
28-Mar-2019,165.55
29-Mar-2019,166.69
1-Apr-2019,168.7
2-Apr-2019,174.2
3-Apr-2019,173.54
4-Apr-2019,176.02
5-Apr-2019,175.72
8-Apr-2019,174.93
9-Apr-2019,177.58
10-Apr-2019,177.82
11-Apr-2019,177.51
12-Apr-2019,179.1
15-Apr-2019,179.65
16-Apr-2019,178.87
17-Apr-2019,178.78
18-Apr-2019,178.28
22-Apr-2019,181.44
23-Apr-2019,183.78
24-Apr-2019,182.58
25-Apr-2019,193.26
26-Apr-2019,191.49
29-Apr-2019,194.78
30-Apr-2019,193.4
